date,location,Water temperature,Dissolved oxygen,Ammonium,Nitrites,Nitrates,Orthophosphate-phosphorus,Total phosphorus,Sodium,Potassium,Calcium,Magnesium,Chlorides,Sulphates,Iron,Manganese,Zinc,Copper,Chromium,Lead,Cadmium,Mercury,Nickel,Arsenic,Biochemical Oxygen,Chemical Oxygen Demand (Cr),Chemical Oxygen Demand (Mn),AOX,Atrazine,Cesium,Macrozoobenthos,Total coliforms,Fecal coliforms,"p,p-DDT",gamma-Hexachlorocyclohexane,Bicarbonates,Anionic active surfactants,Total extractable matter,Fecal streptococci ,PAHs,Petroleum hydrocarbons,"Benzo(g,h,i)perylene",Fluoranthene,PCB 52,PCB 153,PCB 101,Benzo(b)fluoranthene,"Indeno(1,2,3-c,d)pyrene",PCB 28,Benzo(k)fluoranthene,Benzo(a)pyrene,PCB 180,PCB 138,Silica (SiO2),alpha-Hexachlorocyclohexane,Dieldrin,"p,p-DDE",Heptachlor,Endosulfan (alpha),Endrin,Oxygen saturation,beta-Hexaxchlorocyclohexane,Aldrin,"p,p-DDD",Total hardness,Endosulfan (beta),Heptachloroepoxide,Total dissolved salts,Methoxychlor,Simazine,Alachlor,Metolachlor,Total nitrogen,Carbonates,Tetrachloromethane,Sulfides,Selenium,Barium,Total organic carbon,Cyanides,Acenaphthene,Isodrin,Acenaphthylene,Benzo(a)anthracene,Pyrene,Hexachlorobenzene,"1,2,4-Trichlorobenzene",Pentachlorobenzene,Naphthalene,Phenanthrene,"1,2,3-Trichlorobenzene",Anthracene,Chrysene,Aluminium,Dissolved organic carbon,Dissolved silicates,Organic nitrogen,Fluorene,PCB 118,Trifluralin,Inorganic nitrogen,Boron,Berilium,Chlorodinine,AGOC-3A,Methylosmoline,Total dissolved phosphorus
1999-05-27,Somchair,16.9,7.8,0.86,0.03,2.41,0.12,0.13,56.2,15.4,76.1,26.7,85.2,86.2,1.25,0.07,100.0,18.0,4.0,16.0,0.23,,,,4.5,36.0,8.2,,,,2.13,3.5,0.01,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-22,Somchair,27.0,5.5,0.2,0.09,0.76,0.05,0.12,39.0,5.2,58.0,17.4,45.4,86.0,2.28,0.09,20.0,150.0,12.0,28.0,3.56,,,,3.6,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-15,Somchair,,,,,,,,,,,,,,,380.0,101.6,43.6,19.5,37.49,0.59,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-24,Somchair,18.5,8.0,0.8,0.01,1.81,0.09,0.1,40.5,6.8,90.9,15.1,72.4,63.5,2.01,0.08,60.0,106.0,19.0,30.0,0.83,,,,4.9,19.0,7.6,,,,2.13,,,0.07,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-15,Somchair,,,,,,,,,,,,,,,630.0,87.3,50.0,24.9,54.03,1.71,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-29,Somchair,21.0,5.4,0.9,0.12,1.37,0.03,0.06,52.2,6.1,64.0,12.0,76.0,61.0,2.53,1.05,45.0,57.0,14.0,33.0,4.53,,,,6.4,19.2,6.5,,,,,,,0.05,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-18,Somchair,12.8,7.5,0.57,0.02,3.87,0.05,0.08,20.4,3.8,75.0,24.1,35.5,50.2,1.25,0.22,52.0,20.0,12.0,45.0,1.87,,,,4.7,25.0,9.1,,,,2.17,,,0.19,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-21,Somchair,10.0,6.8,0.32,0.03,1.2,0.05,0.07,58.6,6.5,65.0,20.4,76.6,64.8,4.25,0.21,80.0,19.0,31.0,21.0,1.02,,,,7.0,18.0,6.7,,,,,16.0,0.24,0.85,1.03,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-20,Somchair,4.0,6.5,2.61,0.04,2.27,0.07,0.08,58.8,7.4,113.0,13.1,99.4,75.4,7.46,0.43,0.05,71.0,20.0,57.0,3.81,,,,5.2,56.0,12.7,,,,2.23,16.0,0.81,0.04,0.02,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-10,Somchair,2.3,6.3,1.07,0.03,2.62,0.06,0.08,56.6,7.8,102.1,16.8,92.3,77.2,2.9,0.22,49.0,35.0,10.0,34.0,3.69,,,,5.6,60.0,11.8,,,,2.05,2.4,0.7,0.01,0.02,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-15,Somchair,0.7,6.3,1.19,0.03,2.11,0.04,0.05,56.0,9.2,81.0,23.1,93.2,78.6,2.0,0.2,49.0,25.76,21.67,40.82,1.92,,,,5.6,58.0,9.3,,,,2.15,1.6,0.54,0.01,0.03,227.0,0.15,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-19,Somchair,1.6,7.1,3.3,0.01,2.08,0.01,0.02,42.2,7.2,81.0,15.0,71.7,81.6,1.66,1.07,72.0,55.97,24.6,41.9,2.32,,,,6.9,64.0,9.9,,,,2.07,4.3,3.6,0.02,0.04,189.0,0.19,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-19,Somchair,2.5,6.3,1.78,0.01,2.52,0.13,0.15,34.0,7.0,107.1,26.0,64.5,111.2,1.04,0.02,60.0,33.26,25.16,144.7,0.66,,,,5.5,56.0,8.7,,0.03,,2.18,1.2,0.26,0.01,0.05,140.0,0.11,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-28,Somchair,14.5,7.3,1.12,0.05,4.18,0.07,0.1,48.1,4.3,69.0,17.4,96.0,60.1,1.52,0.09,40.0,4.0,3.0,47.0,1.07,,,,7.0,16.5,8.4,,0.03,,2.08,0.04,0.01,0.02,0.04,177.0,0.13,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-20,Somchair,9.8,7.3,1.73,0.09,2.61,0.05,0.06,59.8,10.7,58.3,28.1,112.4,60.2,1.64,1.11,102.0,66.31,38.0,30.52,1.64,,,,5.8,24.0,8.2,,0.02,,2.02,0.13,0.03,0.03,0.01,126.0,0.13,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-27,Somchair,23.0,5.7,0.08,0.01,0.55,0.05,0.09,40.0,5.6,77.7,18.5,59.5,92.4,2.41,0.48,48.0,17.0,5.0,50.05,1.09,,,,6.2,16.8,6.4,,0.04,,2.07,,,0.29,0.13,165.0,0.15,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-15,Somchair,,,,,,,,,,,,,,,395.0,98.0,68.0,6.2,22.2,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-27,Somchair,19.5,8.0,1.44,0.04,2.28,0.01,0.02,21.0,3.0,68.5,14.3,34.1,48.0,2.18,0.3,20.0,21.0,3.0,30.0,0.53,,,,4.6,26.0,8.4,,,,2.3,920.0,0.92,,,178.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-15,Somchair,,,,,,,,,,,,,,,212.0,44.0,21.6,33.6,30.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-27,Somchair,22.0,6.5,0.31,0.08,0.8,0.06,0.17,41.1,7.9,63.0,12.6,63.1,62.3,1.14,0.07,343.0,29.0,20.0,93.0,5.0,,,,6.8,15.7,7.2,,,,2.18,0.01,,,,180.0,0.09,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-24,Somchair,16.0,8.3,1.64,0.04,1.62,0.01,0.02,49.8,10.4,59.6,21.1,87.1,85.5,2.04,0.27,31.0,31.0,6.0,12.0,1.88,,,,4.3,20.0,8.6,,,,2.26,24.0,0.02,,,130.0,0.11,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-17,Somchair,13.0,7.5,0.21,0.05,1.8,0.06,0.13,29.0,5.4,64.0,20.4,91.0,64.6,2.12,0.06,137.0,33.0,26.0,27.0,1.01,,,,6.2,16.4,6.6,,,,2.2,1.1,0.002,,,195.0,0.1,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-23,Somchair,5.0,10.9,0.58,0.03,2.3,0.02,0.05,45.8,7.2,95.0,20.4,90.4,84.3,1.85,0.12,59.0,25.0,15.0,18.0,1.52,,,,5.5,32.0,8.7,,,,2.2,0.9,0.004,,,141.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-04,Somchair,1.1,12.7,0.48,0.03,2.5,0.02,0.05,43.2,8.4,81.7,28.2,69.6,110.5,1.62,0.05,18.0,4.0,20.0,41.0,0.71,,,,6.0,42.0,9.2,,,,1.9,2.4,,,,144.0,0.07,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-17,Somchair,3.0,10.5,0.53,0.03,2.02,0.07,0.1,43.4,6.8,71.4,26.5,62.0,80.2,0.21,0.01,32.0,15.0,11.0,5.0,4.03,,,,5.7,14.4,8.5,,,,1.95,,,,0.01,184.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-18,Somchair,3.6,10.3,0.41,0.03,2.9,0.13,0.17,49.2,5.8,89.0,14.6,82.7,51.1,4.53,0.38,46.0,25.0,37.0,4.0,9.2,,,,4.6,15.0,6.5,,0.02,,2.22,0.46,0.04,0.03,0.08,184.0,0.06,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,Somchair,6.5,8.8,0.66,0.06,2.63,0.05,0.09,43.4,5.2,79.3,26.5,68.9,85.4,1.35,0.01,66.0,13.0,21.0,2.0,0.36,,,,5.2,23.0,7.6,,0.01,,2.4,1.6,0.002,1.32,0.31,192.0,0.09,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-29,Somchair,14.0,8.5,0.23,0.04,1.39,0.03,0.07,62.5,2.4,68.0,12.6,95.0,71.0,8.73,0.07,92.0,32.0,31.0,20.0,,,,,3.7,12.1,4.6,,0.009,,,1.6,0.02,0.96,0.01,159.0,0.09,0.16,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-28,Somchair,18.0,8.9,0.27,0.03,2.02,0.03,0.06,40.2,4.8,75.3,17.0,62.0,77.4,0.4,0.06,28.0,16.0,12.0,18.0,8.14,,,,3.1,18.0,4.7,,0.01,,2.11,2.2,1.3,0.1,0.04,185.0,0.06,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-21,Somchair,24.5,5.5,0.23,0.07,0.97,0.06,0.12,43.97,6.1,59.0,15.6,58.1,73.0,0.94,0.17,65.0,12.7,13.6,38.0,5.7,,,,4.5,20.0,4.5,,0.01,,2.09,0.24,0.006,0.04,0.04,171.0,0.07,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-28,Somchair,24.0,6.2,0.35,0.01,1.5,0.04,0.07,35.92,3.8,58.9,28.4,55.4,61.1,0.5,0.06,13.0,76.7,5.5,38.38,0.7,,,,4.0,18.0,6.4,,,,2.43,,,0.02,0.01,180.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-28,Somchair,18.0,6.1,0.25,0.09,0.68,0.05,0.1,48.3,5.5,61.0,13.8,59.5,76.0,0.95,0.27,20.0,21.59,14.16,29.76,0.79,,,,5.2,17.0,5.0,,,,2.08,9.2,0.02,,0.01,159.0,0.08,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-23,Somchair,18.0,8.6,0.42,0.02,1.72,0.03,0.06,52.6,8.8,58.3,21.3,68.9,86.7,,,,,,,,,,,5.0,22.0,6.8,,,,2.3,1.4,0.11,,,154.0,0.21,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-18,Somchair,5.0,10.82,0.3,0.005,3.08,0.01,,35.0,5.6,53.1,32.3,62.03,72.04,1.75,0.17,41.0,25.11,6.51,,1.24,,,,4.28,31.0,6.79,,,,,0.02,0.02,,0.03,123.8,0.5,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-02-02,Somchair,0.0,9.5,1.45,0.02,2.4,0.02,0.06,,,81.7,44.5,103.3,46.0,,,,,,,,,,,6.4,36.0,9.8,,,,,,,,,185.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-29,Somchair,7.0,10.3,0.07,0.01,2.5,0.02,0.05,,,69.6,35.2,94.6,60.0,1.0,0.09,17.0,36.64,7.57,4.26,1.23,,2.68,,1.5,24.0,4.9,,0.0,,,,,0.01,0.01,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-20,Somchair,13.0,9.2,0.17,0.06,1.07,0.005,0.02,,,58.0,26.0,83.5,45.1,1.45,0.11,18.0,36.64,7.61,1.46,0.51,,3.48,,2.6,12.0,5.2,,,,,,,0.1,0.01,185.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-18,Somchair,21.0,13.1,0.56,0.06,1.3,0.005,0.03,,,65.5,18.7,81.9,85.3,,,,,,,,,,,5.3,30.0,8.5,,,,,,,,0.02,199.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-22,Somchair,20.0,10.4,0.61,0.005,1.5,0.005,0.03,,,70.7,16.7,88.7,46.3,0.83,0.12,31.0,10.1,1.51,1.61,2.25,,1.89,,5.3,62.0,8.6,,,,,,,0.0,0.03,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-26,Somchair,24.0,8.0,0.28,0.06,1.65,0.02,0.06,,,58.9,16.5,102.3,42.1,1.22,0.23,34.0,,,,,,,,4.1,49.0,7.4,,,,,,,,,109.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-22,Somchair,25.0,12.6,0.4,0.05,0.71,0.009,0.03,,,43.2,40.6,107.5,59.3,0.57,0.12,24.0,37.3,8.83,7.62,0.81,,0.92,,4.5,42.0,10.5,,0.0,,,,,,,158.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-12,Somchair,19.0,12.2,0.29,0.01,2.11,0.01,0.04,,,47.1,40.6,143.4,33.6,0.32,0.02,22.0,18.7,5.47,7.07,1.0,,,,4.4,44.0,9.2,,0.0,,,,,0.0,0.01,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-12,Somchair,14.0,6.8,0.34,0.11,0.85,0.08,0.14,,,60.0,15.0,59.5,69.3,0.62,0.01,12.0,8.62,8.54,0.36,0.29,,,,7.0,,5.0,,,,,0.04,0.04,,,159.0,0.08,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-15,Somchair,,,,,,,,,,,,,,20.87,206.0,119.0,68.4,80.8,18.7,0.43,,,,,,,,,,,,,0.0,0.04,,,,,6.55,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-26,Somchair,11.0,12.0,0.93,0.02,2.28,0.007,0.04,,,58.9,28.4,21.3,29.0,4.02,0.09,43.0,4.04,1.98,9.45,0.7,,1.06,,4.5,46.0,14.0,,0.0,,,,,0.0,0.0,158.6,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-15,Somchair,6.5,10.5,0.36,0.03,2.97,0.01,0.02,,,52.1,26.7,120.7,56.2,0.4,0.06,6.0,6.57,8.35,,0.32,,,,7.3,35.0,8.4,,0.0,,,,,,0.01,158.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-24,Somchair,1.0,11.7,0.97,0.014,2.74,0.051,,,,40.0,43.7,108.1,71.5,0.406,0.058,3.0,10.7,1.64,9.19,2.19,,2.64,,,,,,0.0,,2.14,11.0,0.61,,,231.8,0.041,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-28,Somchair,2.0,12.8,1.0,0.08,3.28,0.039,0.082,,,64.1,29.1,137.0,62.3,0.552,0.057,3.0,10.39,2.78,12.42,0.691,,1.98,,5.6,37.0,10.8,,,,2.06,24.0,0.02,,0.017,231.8,0.032,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-30,Somchair,5.5,10.6,0.52,0.065,2.71,0.149,0.173,,,59.9,13.6,85.2,61.8,0.9,0.072,12.0,6.46,0.94,5.98,0.68,,0.92,,3.44,38.0,6.16,,,,,3.5,0.2,0.056,0.003,146.0,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-26,Somchair,12.0,10.5,0.24,0.137,2.7,0.005,0.012,,,83.8,18.4,99.4,66.4,0.624,0.048,23.0,86.85,3.12,7.43,0.12,,2.47,,5.0,17.0,9.4,,,,,160.0,,,,151.2,,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-22,Somchair,18.0,11.9,0.95,0.048,1.64,0.022,0.056,,,63.0,15.8,120.7,45.6,0.665,0.11,62.0,13.24,1.82,8.24,0.1,,4.49,,4.0,32.0,7.0,,,,,,,,,113.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-28,Somchair,20.0,6.5,0.76,0.085,2.47,0.027,0.029,,,23.3,28.2,63.9,52.5,2.03,0.015,39.4,9.96,0.968,7.49,0.361,,1.52,,2.7,27.0,6.8,,,,1.96,,,,,163.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
