date,location,Water temperature,Dissolved oxygen,Ammonium,Nitrites,Nitrates,Orthophosphate-phosphorus,Total phosphorus,Sodium,Potassium,Calcium,Magnesium,Chlorides,Sulphates,Iron,Manganese,Zinc,Copper,Chromium,Lead,Cadmium,Mercury,Nickel,Arsenic,Biochemical Oxygen,Chemical Oxygen Demand (Cr),Chemical Oxygen Demand (Mn),AOX,Atrazine,Cesium,Macrozoobenthos,Total coliforms,Fecal coliforms,"p,p-DDT",gamma-Hexachlorocyclohexane,Bicarbonates,Anionic active surfactants,Total extractable matter,Fecal streptococci ,PAHs,Petroleum hydrocarbons,"Benzo(g,h,i)perylene",Fluoranthene,PCB 52,PCB 153,PCB 101,Benzo(b)fluoranthene,"Indeno(1,2,3-c,d)pyrene",PCB 28,Benzo(k)fluoranthene,Benzo(a)pyrene,PCB 180,PCB 138,Silica (SiO2),alpha-Hexachlorocyclohexane,Dieldrin,"p,p-DDE",Heptachlor,Endosulfan (alpha),Endrin,Oxygen saturation,beta-Hexaxchlorocyclohexane,Aldrin,"p,p-DDD",Total hardness,Endosulfan (beta),Heptachloroepoxide,Total dissolved salts,Methoxychlor,Simazine,Alachlor,Metolachlor,Total nitrogen,Carbonates,Tetrachloromethane,Sulfides,Selenium,Barium,Total organic carbon,Cyanides,Acenaphthene,Isodrin,Acenaphthylene,Benzo(a)anthracene,Pyrene,Hexachlorobenzene,"1,2,4-Trichlorobenzene",Pentachlorobenzene,Naphthalene,Phenanthrene,"1,2,3-Trichlorobenzene",Anthracene,Chrysene,Aluminium,Dissolved organic carbon,Dissolved silicates,Organic nitrogen,Fluorene,PCB 118,Trifluralin,Inorganic nitrogen,Boron,Berilium,Chlorodinine,AGOC-3A,Methylosmoline,Total dissolved phosphorus
1999-07-15,Kohsoom,,,,,,,,,,,,,,,368.0,101.7,43.9,29.8,41.38,0.65,,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-24,Kohsoom,24.0,7.8,0.56,0.05,3.2,0.14,0.19,45.8,7.4,68.0,17.2,78.0,65.0,0.92,0.06,373.0,20.0,12.0,50.0,2.28,,,,4.8,16.5,9.9,,,,,,,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-15,Kohsoom,,,,,,,,,,,,,,,350.0,84.8,45.9,26.9,35.83,0.52,,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-28,Kohsoom,24.0,2.3,1.59,0.05,0.86,0.07,0.23,25.8,4.2,59.0,11.4,74.0,56.0,0.67,0.06,18.0,17.0,18.0,25.0,1.5,,,,7.54,25.8,7.7,,,,,,,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-18,Kohsoom,20.0,3.8,2.4,0.08,4.6,0.18,0.21,58.8,7.9,87.0,19.6,108.0,74.0,0.8,0.06,147.0,23.0,15.0,28.0,3.02,,,,8.4,20.4,11.6,,,,2.2,,,0.09,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-20,Kohsoom,13.5,3.7,1.8,0.01,0.43,0.02,0.04,29.4,5.2,75.0,24.6,130.4,53.0,0.78,0.12,36.0,8.0,20.0,87.0,1.17,,,,5.82,25.0,7.7,,,,,16.0,1.1,0.17,0.14,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-07,Kohsoom,8.0,5.4,5.5,0.03,1.05,0.04,0.07,33.2,6.4,70.0,24.0,57.0,87.0,0.27,0.09,465.0,34.0,20.0,47.0,5.07,,,,7.7,25.6,9.8,,,,,,,0.43,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-11,Kohsoom,8.5,6.4,2.5,0.04,0.68,0.03,0.04,46.7,6.9,74.0,22.0,78.0,89.0,1.51,0.11,61.0,37.0,25.0,40.0,9.53,,,,9.8,19.9,16.4,,,,2.2,,,0.08,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-16,Kohsoom,5.0,8.4,2.2,0.09,3.0,0.14,0.18,41.5,7.6,72.0,21.0,71.0,81.0,0.29,0.09,72.0,17.7,20.14,26.4,1.34,,,,4.2,11.6,6.8,,0.08,,2.3,,,0.08,0.07,201.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-12,Kohsoom,4.0,8.7,1.8,0.06,3.8,0.17,0.2,36.8,6.7,75.0,24.0,60.0,96.0,2.05,0.16,82.0,31.63,27.55,33.61,1.5,,,,6.7,12.6,8.4,,0.06,,2.5,0.43,0.02,0.03,0.04,225.0,0.15,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-12,Kohsoom,7.0,8.6,3.4,0.09,3.8,0.18,0.22,35.2,5.6,84.8,27.0,57.0,119.0,1.25,0.15,28.0,23.86,32.15,74.62,0.48,,,,4.0,18.4,5.6,,0.04,,2.1,16.0,0.36,0.04,0.04,256.0,0.13,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-16,Kohsoom,15.0,8.8,2.5,0.06,4.2,0.16,0.2,39.6,6.8,78.0,24.0,67.0,98.0,0.73,0.11,45.0,2.0,3.0,77.0,0.93,,,,4.0,11.8,6.4,,0.05,,2.05,16.0,3.6,0.01,0.03,238.0,0.17,0.2,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-14,Kohsoom,17.0,6.4,2.9,0.08,3.4,0.14,0.18,37.8,6.2,72.0,22.0,64.0,66.0,0.41,0.12,29.0,71.22,24.81,29.65,1.81,,,,7.0,18.8,7.2,,0.06,,2.0,0.18,0.84,0.01,0.01,207.0,0.12,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-29,Kohsoom,26.0,3.2,1.03,0.02,0.41,0.2,0.29,27.7,5.4,59.5,13.5,42.0,70.1,2.53,0.18,43.0,40.0,15.0,39.0,1.79,,,,6.2,18.5,6.8,,0.04,,2.1,0.02,,0.38,0.12,128.0,0.2,0.21,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-15,Kohsoom,,,,,,,,,,,,,,,432.0,198.0,40.0,10.6,24.32,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-16,Kohsoom,26.0,6.2,1.48,0.04,2.8,0.17,0.21,23.2,3.9,70.0,19.5,39.0,98.0,0.44,0.2,48.0,9.85,8.0,39.05,1.82,,,,5.2,18.8,5.6,,,,2.4,8.5,1.2,,,195.0,0.12,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-15,Kohsoom,,,,,,,,,,,,,,,575.0,80.0,26.0,28.8,12.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-25,Kohsoom,26.5,3.0,1.4,0.1,0.59,0.08,0.19,48.0,10.5,54.0,18.6,79.9,54.1,2.35,0.14,200.0,24.0,51.0,96.0,8.0,,,,8.2,20.1,10.4,,,,2.31,9.2,1.6,,,201.0,0.1,0.15,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-10,Kohsoom,23.0,4.1,2.4,0.08,1.2,0.16,0.19,27.4,4.1,75.0,26.0,46.0,108.0,1.27,0.16,258.0,14.0,2.0,33.0,0.81,,,,6.8,19.4,7.2,,,,2.1,14.0,0.32,,,231.0,0.09,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-15,Kohsoom,15.0,5.4,2.0,0.04,0.45,0.14,0.2,37.3,5.8,74.0,24.0,69.5,56.1,1.05,0.06,88.0,16.0,18.0,16.0,1.47,,,,7.0,20.4,7.3,,,,2.3,0.59,0.21,,,207.0,0.14,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-12,Kohsoom,9.8,8.0,1.9,0.05,2.8,0.15,0.19,41.6,7.8,85.0,27.0,71.0,115.0,1.38,0.07,103.0,13.0,20.0,17.0,1.16,,,,6.6,14.8,9.2,,,,2.13,16.0,0.08,,,256.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-10,Kohsoom,1.6,9.0,0.58,0.02,4.4,0.14,0.18,33.4,5.9,72.0,24.0,57.0,106.0,1.27,0.06,44.0,12.0,9.0,16.0,1.49,,,,5.0,11.8,7.2,,,,1.95,2.4,0.04,,,214.0,0.09,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-28,Kohsoom,2.5,9.2,2.6,0.04,4.2,0.17,0.21,44.7,6.8,83.0,26.0,74.0,109.0,0.2,0.01,26.0,6.0,9.0,3.0,7.96,,,,6.4,12.7,8.8,,0.07,,1.9,16.0,9.2,0.18,0.3,262.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-18,Kohsoom,1.4,9.2,1.4,0.03,5.4,0.13,0.17,37.2,5.6,78.0,24.0,64.0,101.0,0.89,0.13,94.0,26.0,18.0,3.0,8.05,,,,8.8,14.4,9.6,,0.03,,2.0,0.25,0.04,0.14,0.45,238.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-18,Kohsoom,5.0,8.9,0.95,0.02,3.8,0.12,0.15,29.5,5.1,75.0,24.0,50.0,103.0,0.41,0.08,57.0,25.0,60.0,2.0,2.78,,,,4.5,14.0,6.8,,0.03,,2.3,,,0.07,0.1,226.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-27,Kohsoom,15.0,5.4,1.94,0.11,0.27,0.15,0.23,34.6,4.7,68.0,4.2,55.3,68.0,1.53,0.15,58.0,14.0,30.0,20.0,,,,,4.2,13.2,4.4,,0.01,,,0.37,0.13,0.15,0.2,146.0,0.1,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-13,Kohsoom,17.5,5.5,1.66,0.04,1.44,0.19,0.24,40.2,6.3,82.0,26.0,66.0,106.0,0.26,0.09,30.0,16.0,41.0,14.0,3.16,,,,6.6,13.2,8.8,,0.01,,2.08,16.0,0.19,0.09,0.03,250.0,0.08,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-19,Kohsoom,26.0,2.9,2.94,0.02,0.15,0.3,0.68,45.98,7.38,54.0,12.6,69.5,67.3,1.93,0.31,235.0,18.3,14.3,30.0,3.1,,,,4.3,15.6,4.3,,0.01,,2.11,0.64,0.38,0.18,0.02,146.0,0.07,0.2,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-27,Kohsoom,25.0,5.2,1.8,0.04,2.44,0.12,0.18,29.7,5.6,76.0,21.2,58.0,116.0,0.41,0.12,45.0,35.48,23.14,44.52,17.16,,,,8.3,16.6,9.8,,,,2.15,9.2,0.17,0.01,,232.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-26,Kohsoom,19.0,3.5,1.5,0.06,0.99,0.12,0.22,25.5,7.0,54.0,15.0,75.1,65.2,0.71,0.13,96.0,37.52,28.8,41.46,1.48,,,,8.2,14.5,8.6,,,,2.1,0.7,0.006,,0.01,177.0,0.12,0.25,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-16,Kohsoom,22.0,4.8,1.82,0.1,1.68,0.05,0.09,45.8,7.7,80.0,29.0,78.0,107.0,,,,,,,,,,,7.9,17.1,10.2,,,,2.34,0.92,0.01,,,250.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-14,Kohsoom,18.8,5.4,1.9,0.09,1.54,0.04,0.06,33.9,5.2,75.0,27.0,57.0,113.0,0.8,0.15,111.0,20.54,8.56,5.67,1.15,,,,6.0,,9.6,,,,,0.02,0.02,0.03,0.02,323.0,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-15,Kohsoom,,,,,,,,,,,,,,0.76,0.14,54.0,16.81,15.66,11.45,0.05,,,,,,,,,,,16.0,2.1,0.05,0.03,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-09,Kohsoom,6.0,9.9,1.55,0.11,8.5,0.15,0.19,37.9,6.5,75.0,29.0,64.0,113.0,0.46,0.16,26.0,15.03,26.38,1.61,0.82,,6.58,,5.8,,9.2,,,,,1.6,0.22,,0.05,238.0,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-23,Kohsoom,7.3,9.2,1.87,0.07,9.4,0.12,0.17,50.6,9.9,102.0,29.0,85.0,117.0,0.22,0.14,37.0,17.97,11.74,1.91,1.41,,8.03,,5.7,13.6,7.8,,0.0,,,16.0,0.43,0.18,0.15,317.0,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-27,Kohsoom,15.0,8.5,3.2,0.09,10.8,0.14,0.18,36.1,5.8,82.0,27.0,60.0,113.0,0.3,0.09,19.0,10.24,15.32,2.15,1.09,,2.28,,5.4,12.8,7.2,,,,,16.0,0.21,,0.01,250.0,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-25,Kohsoom,21.0,8.1,4.8,0.06,8.5,0.13,0.14,,,94.0,29.0,64.0,122.0,1.52,0.23,82.0,10.24,4.58,17.71,0.15,,14.7,,4.5,12.1,6.8,,0.0,,,,,0.02,0.01,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-29,Kohsoom,27.0,6.2,2.28,0.09,3.5,0.12,0.17,31.7,6.5,72.0,24.0,53.0,106.0,0.52,0.22,75.0,16.93,3.66,1.12,1.83,,4.86,,4.1,13.5,7.4,,,,,,,0.0,0.02,213.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-27,Kohsoom,26.0,6.6,3.68,0.11,10.4,0.15,0.2,,,76.8,24.0,46.0,109.0,0.54,0.23,27.3,,,,,,,,5.0,14.8,8.4,,,,,,,,,231.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-24,Kohsoom,25.7,6.6,2.8,0.08,3.0,0.15,0.18,34.3,5.8,75.0,22.0,57.0,102.0,0.55,0.26,35.8,31.6,12.01,7.05,0.86,,0.0,,4.5,12.5,7.2,,0.0,,,,,,,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-21,Kohsoom,21.5,7.7,1.75,0.06,2.8,0.14,0.18,,,90.0,29.0,71.0,118.0,1.63,0.22,91.0,36.3,0.11,8.68,1.1,,,,4.8,14.4,8.0,,0.0,,,,,0.0,0.02,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-10,Kohsoom,17.0,3.7,4.76,0.07,0.65,0.47,0.8,,,55.0,14.4,79.6,63.0,0.33,0.01,79.0,10.42,10.38,0.81,0.33,,,,58.2,,6.8,,,,,0.92,0.28,,,177.0,0.37,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-15,Kohsoom,,,,,,,,,,,,,,24.25,302.0,153.0,90.4,84.8,35.7,0.4,,,,,,,,,,,,,0.0,0.01,,,,,40.9,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-26,Kohsoom,11.0,8.3,3.8,0.09,2.5,0.13,0.19,32.0,5.5,78.0,27.0,54.0,120.0,1.18,0.11,110.0,1.85,5.99,9.18,0.69,,0.98,,5.6,17.5,9.2,,0.0,,,,,0.0,0.0,238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-23,Kohsoom,11.5,8.8,3.3,0.07,2.4,0.11,0.15,53.9,7.8,86.0,29.0,89.0,115.0,0.41,0.07,20.0,2.95,1.78,23.64,0.37,,,,6.4,16.6,9.8,,0.0,,,,,0.0,0.01,268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-22,Kohsoom,4.5,8.9,1.94,0.05,2.2,0.12,0.17,46.6,6.9,82.0,27.0,78.0,113.0,0.82,0.1,66.0,10.83,3.8,,0.54,,,,5.2,13.5,8.4,,0.0,,,0.07,0.02,,0.01,250.0,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-26,Kohsoom,5.0,10.6,,0.05,,0.13,0.18,40.3,7.0,89.6,24.0,67.5,111.0,0.752,0.133,41.0,4.48,3.09,6.06,0.75,,4.61,,5.0,13.5,7.5,,0.0,,2.23,32.0,0.39,,0.001,268.0,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-28,Kohsoom,5.4,10.3,1.78,0.04,4.2,0.15,0.19,45.8,8.1,81.6,25.0,78.1,101.6,2.66,0.131,10.0,6.35,1.44,9.69,1.34,,1.36,,6.1,15.4,9.8,,,,2.35,320.0,6.9,,0.105,250.0,0.038,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-23,Kohsoom,12.5,9.8,0.96,0.08,2.45,0.12,0.17,37.9,7.2,78.4,26.0,64.0,115.2,2.028,0.102,15.0,12.45,3.53,7.65,0.74,,0.29,,5.9,14.2,8.4,,,,,320.0,7.2,,,232.0,0.029,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
